Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
03/28/2023,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,5,23,6
03/29/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,3,18,9
03/30/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,2,14,13
03/31/2023,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,7,24,4
04/01/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,6,21,4
04/02/2023,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,2,13,3
04/03/2023,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,2,9,
04/04/2023,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,6,16,
04/05/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,8,39,
04/06/2023,53,PM2.5,Paradise - Theater,06-007-2002,AQS,3,46,13,53,15
04/07/2023,45,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,37,5,45,4
04/08/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,38,5,52,7
04/09/2023,50,PM2.5,Paradise - Theater,06-007-2002,AQS,2,43,9,50,9
04/10/2023,53,PM2.5,Paradise - Theater,06-007-2002,AQS,2,45,13,53,8
04/11/2023,39,PM2.5,Paradise - Theater,06-007-2002,AQS,2,34,8,39,3
04/12/2023,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,17,16,2
04/13/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,22,7,8
04/14/2023,46,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,46,12,46,16
04/15/2023,53,PM2.5,Paradise - Theater,06-007-2002,AQS,2,48,14,53,8
04/16/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,45,11,52,4
04/17/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,42,15,52,4
04/18/2023,51,PM2.5,Paradise - Theater,06-007-2002,AQS,2,44,14,51,3
04/19/2023,48,PM2.5,Paradise - Theater,06-007-2002,AQS,2,44,19,48,5
04/20/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,2,43,21,52,11
04/21/2023,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,30,33,6
04/22/2023,34,Ozone,Chico-East Avenue,06-007-0008,AQS,2,34,,25,7
04/23/2023,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,,29,5
04/24/2023,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,,36,7
04/25/2023,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,23,42,8
04/26/2023,52,PM2.5,Paradise - Theater,06-007-2002,AQS,3,51,38,52,9
04/27/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,3,64,31,49,8
04/28/2023,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,45,56,9
04/29/2023,74,Ozone,Chico-East Avenue,06-007-0008,AQS,2,74,31,46,5
04/30/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,36,28,3
05/01/2023,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,19,27,4
05/02/2023,36,Ozone,Chico-East Avenue,06-007-0008,AQS,2,36,8,17,5
05/03/2023,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,,11,5
05/04/2023,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,,24,4
05/05/2023,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,,17,5
05/06/2023,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,,14,4
05/07/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,6,18,3
05/08/2023,42,Ozone,Paradise - Airport,06-007-0007,AQS,2,42,9,19,5
05/09/2023,47,Ozone,Chico-East Avenue,06-007-0008,AQS,2,47,9,27,8
05/10/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,16,18,7
05/11/2023,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,19,43,6
05/12/2023,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,21,45,8
05/13/2023,45,Ozone,Paradise - Airport,06-007-0007,AQS,2,45,14,28,6
05/14/2023,71,Ozone,Chico-East Avenue,06-007-0008,AQS,2,71,30,29,3
05/15/2023,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,29,32,5
05/16/2023,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,32,44,7
05/17/2023,58,Ozone,Chico-East Avenue,06-007-0008,AQS,3,58,34,52,9
05/18/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,35,48,8
05/19/2023,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,39,51,8
05/20/2023,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,33,51,4
05/21/2023,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,21,46,4
05/22/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,49,25,51,7
05/23/2023,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,54,37,59,7
05/24/2023,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,35,58,5
05/25/2023,55,PM2.5,Paradise-Clark,06-007-2003,AQS,2,51,32,55,5
05/26/2023,51,PM2.5,Paradise-Clark,06-007-2003,AQS,2,49,20,51,4
05/27/2023,45,PM2.5,Paradise-Clark,06-007-2003,AQS,2,44,17,45,4
05/28/2023,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,15,44,4
05/29/2023,46,PM2.5,Paradise-Clark,06-007-2003,AQS,2,42,19,46,3
05/30/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,17,33,3
05/31/2023,47,PM2.5,Paradise-Clark,06-007-2003,AQS,2,44,19,47,3
06/01/2023,57,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,29,57,5
06/02/2023,52,PM2.5,Paradise-Clark,06-007-2003,AQS,2,49,24,52,7
06/03/2023,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,20,55,6
06/04/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,19,54,4
06/05/2023,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,35,52,9
06/06/2023,49,PM2.5,Paradise-Clark,06-007-2003,AQS,2,41,27,49,4
06/07/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,16,43,4
06/08/2023,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,15,39,3
06/09/2023,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,19,34,3
06/10/2023,47,Ozone,Paradise - Airport,06-007-0007,AQS,2,47,16,32,4
06/11/2023,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,10,36,3
06/12/2023,42,Ozone,Chico-East Avenue,06-007-0008,AQS,2,42,17,37,5
06/13/2023,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,19,45,6
06/14/2023,51,PM2.5,Paradise-Clark,06-007-2003,AQS,2,45,24,51,8
06/15/2023,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,18,33,7
06/16/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,44,26,51,20
06/17/2023,54,PM2.5,Paradise-Clark,06-007-2003,AQS,2,47,24,54,3
06/18/2023,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,19,21,2
06/19/2023,35,PM10,Chico-East Avenue,06-007-0008,AQS,1,35,35,32,22
06/20/2023,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,12,22,8
06/21/2023,41,Ozone,Chico-East Avenue,06-007-0008,AQS,3,41,35,24,15
06/22/2023,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,41,43,51,20
06/23/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,31,34,12
06/24/2023,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,18,37,3
06/25/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,13,38,3
06/26/2023,49,PM2.5,Paradise-Clark,06-007-2003,AQS,2,45,30,49,11
06/27/2023,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,23,48,6
06/28/2023,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,32,51,15
06/29/2023,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,29,44,9
06/30/2023,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,31,53,13
07/01/2023,67,Ozone,Chico-East Avenue,06-007-0008,AQS,3,67,19,52,8
07/02/2023,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,17,48,7
07/03/2023,67,Ozone,Paradise - Airport,06-007-0007,AQS,2,67,27,52,8
07/04/2023,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,23,58,4
07/05/2023,63,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,34,63,4
07/06/2023,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,27,41,9
07/07/2023,52,PM2.5,Paradise-Clark,06-007-2003,AQS,2,47,28,52,7
07/08/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,25,53,3
07/09/2023,39,PM2.5,Paradise-Clark,06-007-2003,AQS,2,35,16,39,2
